targetId,comparatorId,outcomeId,outcomeName,type
1923,1924,437264,Tobacco dependence syndrome,outcome
1923,1924,4234533,Tonsillitis,outcome
1923,1924,4030042,Toxic goiter,outcome
1923,1924,81893,Ulcerative colitis,outcome
1923,1924,194083,Vaginitis and vulvovaginitis,outcome
1923,1924,140641,Verruca vulgaris,outcome
1923,1924,380038,Viral conjunctivitis,outcome
1923,1924,4291005,Viral hepatitis,outcome
1923,1924,4248870,Visceroptosis,outcome
1923,1924,4115367,Wrist joint pain,outcome
1923,1924,440193,Wristdrop,outcome
1925,1926,434165,Abnormal cervical smear,outcome
1925,1926,436409,Abnormal pupil,outcome
1925,1926,199192,Abrasion and/or friction burn of trunk without infection,outcome
1925,1926,4088290,Absence of breast,outcome
1925,1926,4092879,Absent kidney,outcome
1925,1926,436634,Acariasis,outcome
1925,1926,44783954,Acid reflux,outcome
1925,1926,75911,Acquired hallux valgus,outcome
1925,1926,137951,Acquired keratoderma,outcome
1925,1926,77965,Acquired trigger finger,outcome
1925,1926,376707,Acute conjunctivitis,outcome
1925,1926,4103640,Amputated foot,outcome
1925,1926,432595,Amyloidosis,outcome
1925,1926,73241,Anal and rectal polyp,outcome
1925,1926,437082,Ankylosing spondylitis,outcome
1925,1926,77650,Aseptic necrosis of bone,outcome
1925,1926,378424,Astigmatism,outcome
1925,1926,374923,Bell's palsy,outcome
1925,1926,4110709,Benign epithelial neoplasm of skin,outcome
1925,1926,133655,Burn of forearm,outcome
1925,1926,73560,Calcaneal spur,outcome
1925,1926,434327,Cannabis abuse,outcome
1925,1926,4213540,Cervical somatic dysfunction,outcome
1925,1926,381581,Chalazion,outcome
1925,1926,140842,Changes in skin texture,outcome
1925,1926,438531,Chondromalacia,outcome
1925,1926,81378,Chondromalacia of patella,outcome
1925,1926,432303,Cocaine abuse,outcome
1925,1926,4201390,Colostomy present,outcome
1925,1926,46269889,Complication due to Crohn's disease,outcome
1925,1926,134438,Contact dermatitis,outcome
1925,1926,78619,Contusion of knee,outcome
1925,1926,201606,Crohn's disease,outcome
1925,1926,260134,Croup,outcome
1925,1926,76786,Derangement of knee,outcome
1925,1926,4115402,Difficulty sleeping,outcome
1925,1926,443767,Disorder of eye due to diabetes mellitus,outcome
1925,1926,45757370,Disproportion of reconstructed breast,outcome
1925,1926,433111,Effects of hunger,outcome
1925,1926,441589,Endocarditis,outcome
1925,1926,200775,Endometrial hyperplasia,outcome
1925,1926,433527,Endometriosis (clinical),outcome
1925,1926,73008,Enthesopathy,outcome
1925,1926,4249170,Epicondylitis,outcome
1925,1926,4170770,Epidermoid cyst,outcome
1925,1926,4345472,Epstein-Barr virus disease,outcome
1925,1926,4092896,Feces contents abnormal,outcome
1925,1926,259995,Foreign body in orifice,outcome
1925,1926,4050747,Fracture of upper limb,outcome
1925,1926,196456,Gallstone,outcome
1925,1926,40481632,Ganglion cyst,outcome
1925,1926,4166231,Genetic predisposition,outcome
1925,1926,74855,Genital herpes simplex,outcome
1925,1926,433577,Hammer toe,outcome
1925,1926,441818,Hemangioma,outcome
1925,1926,4231770,Hereditary thrombophilia,outcome
1925,1926,440329,Herpes zoster without complication,outcome
1925,1926,4012570,High risk sexual behavior,outcome
1925,1926,4038835,Hodgkin's disease (clinical),outcome
1925,1926,4012934,Homocystinuria,outcome
1925,1926,441788,Human papilloma virus infection,outcome
1925,1926,380688,Hypoglycemic coma,outcome
1925,1926,4254542,Hypopituitarism,outcome
1925,1926,4201717,Ileostomy present,outcome
1925,1926,374375,Impacted cerumen,outcome
1925,1926,140480,Impetigo,outcome
1925,1926,4344500,Impingement syndrome of shoulder region,outcome
1925,1926,139099,Ingrowing nail,outcome
1925,1926,444132,Injury of knee,outcome
1925,1926,434926,Iridocyclitis,outcome
1925,1926,196168,Irregular periods,outcome
1925,1926,75576,Irritable bowel syndrome,outcome
1925,1926,432593,Kwashiorkor,outcome
1925,1926,434203,Late effect of contusion,outcome
1925,1926,438329,Late effect of motor vehicle accident,outcome
1925,1926,443285,Lesion of cervix,outcome
1925,1926,195873,Leukorrhea,outcome
1925,1926,440638,Lyme disease,outcome
1925,1926,4083487,Macular drusen,outcome
1925,1926,4156115,Malignant neoplasm of endocrine gland,outcome
1925,1926,4103703,Melena,outcome
1925,1926,4134455,Mononeuropathy,outcome
1925,1926,4209423,Nicotine dependence,outcome
1925,1926,377572,Noise effects on inner ear,outcome
1925,1926,136368,Non-toxic multinodular goiter,outcome
1925,1926,40480893,Nonspecific tuberculin test reaction,outcome
1925,1926,4215978,Onychomycosis,outcome
1925,1926,140648,Onychomycosis due to dermatophyte,outcome
1925,1926,438130,Opioid abuse,outcome
1925,1926,75354,Osteochondropathy,outcome
1925,1926,192606,Paraplegia,outcome
1925,1926,4091513,Passing flatus,outcome
1925,1926,4112731,Polyp of intestine,outcome
1925,1926,4202045,Postviral fatigue syndrome,outcome
1925,1926,373478,Presbyopia,outcome
1925,1926,46286594,Problem related to lifestyle,outcome
1925,1926,439790,Psychalgia,outcome
1925,1926,81634,Ptotic breast,outcome
1925,1926,253954,Pulmonary tuberculosis,outcome
1925,1926,4087647,Rectal mass,outcome
1925,1926,380706,Regular astigmatism,outcome
1925,1926,438688,Sarcoidosis,outcome
1925,1926,4169984,Scar,outcome
1925,1926,141932,Senile hyperkeratosis,outcome
1925,1926,196236,Septic shock,outcome
1925,1926,254443,Sjögren's syndrome,outcome
1925,1926,36713918,Somatic dysfunction of lumbar region,outcome
1925,1926,443172,"Splinter of face, without major open wound",outcome
1925,1926,81151,Sprain of ankle,outcome
1925,1926,72748,Strain of rotator cuff capsule,outcome
1925,1926,378427,Tear film insufficiency,outcome
1925,1926,134461,Tietze's disease,outcome
1925,1926,437264,Tobacco dependence syndrome,outcome
1925,1926,4234533,Tonsillitis,outcome
1925,1926,4030042,Toxic goiter,outcome
1925,1926,81893,Ulcerative colitis,outcome
1925,1926,194083,Vaginitis and vulvovaginitis,outcome
1925,1926,140641,Verruca vulgaris,outcome
1925,1926,380038,Viral conjunctivitis,outcome
1925,1926,4291005,Viral hepatitis,outcome
1925,1926,4248870,Visceroptosis,outcome
1925,1926,4115367,Wrist joint pain,outcome
1925,1926,440193,Wristdrop,outcome
